Identifier;Date;Time;Unit number;Antenna number;Transponder type;Transponder code;Weight;Input status;Output status;Event;GPS coordinates
259;08-10-2020;11:34:31;14;-;Trovan Unique;0007A5C9CD;-;00000000;00000000;-;""
260;08-10-2020;11:34:31;14;-;Trovan Unique;0007A5C9CD;-;00000000;00000000;-;""
261;08-10-2020;11:34:32;14;-;Trovan Unique;0007A5C9CD;-;00000000;00000000;-;""
262;08-10-2020;11:34:32;14;-;Trovan Unique;0007A5C9CD;-;00000000;00000000;-;""
263;08-10-2020;11:34:32;13;-;Trovan Unique;0007A5C9CD;-;00000000;00000000;-;""
264;08-10-2020;11:34:33;13;-;Trovan Unique;0007A5C9CD;-;00000000;00000000;-;""
265;08-10-2020;11:34:33;13;-;Trovan Unique;0007A5C9CD;-;00000000;00000000;-;""
266;08-10-2020;11:34:33;13;-;Trovan Unique;0007A5C9CD;-;00000000;00000000;-;""
267;08-10-2020;11:34:33;13;-;Trovan Unique;0007A5C9CD;-;00000000;00000000;-;""
268;08-10-2020;11:34:33;13;-;Trovan Unique;0007A5C9CD;-;00000000;00000000;-;""
269;08-10-2020;11:34:34;13;-;Trovan Unique;0007A5C9CD;-;00000000;00000000;-;""
270;08-10-2020;11:34:34;13;-;Trovan Unique;0007A5C9CD;-;00000000;00000000;-;""
271;08-10-2020;11:34:34;13;-;Trovan Unique;0007A5C9CD;-;00000000;00000000;-;""
272;08-10-2020;11:34:34;13;-;Trovan Unique;0007A5C9CD;-;00000000;00000000;-;""
273;08-10-2020;11:34:35;13;-;Trovan Unique;0007A5C9CD;-;00000000;00000000;-;""
274;08-10-2020;11:34:35;13;-;Trovan Unique;0007A5DF18;-;00000000;00000000;-;""
275;08-10-2020;11:34:36;13;-;Trovan Unique;0007A5DF18;-;00000000;00000000;-;""
276;08-10-2020;11:34:36;13;-;Trovan Unique;0007A5DF18;-;00000000;00000000;-;""
277;08-10-2020;11:34:36;13;-;Trovan Unique;0007A5DF18;-;00000000;00000000;-;""
278;08-10-2020;11:34:37;13;-;Trovan Unique;0007A5DF18;-;00000000;00000000;-;""
279;08-10-2020;11:34:37;13;-;Trovan Unique;0007A5DF18;-;00000000;00000000;-;""
280;08-10-2020;11:34:37;13;-;Trovan Unique;0007A5DF18;-;00000000;00000000;-;""
281;08-10-2020;11:34:38;13;-;Trovan Unique;0007A5DF18;-;00000000;00000000;-;""
