Identifier;Date;Time;Unit number;Antenna number;Transponder type;Transponder code;Weight;Input status;Output status;Event;GPS coordinates
97;02-11-2020;09:00:09;22;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
98;02-11-2020;09:00:09;21;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
99;02-11-2020;09:00:10;22;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
100;02-11-2020;09:00:10;22;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
101;02-11-2020;09:00:10;22;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
102;02-11-2020;09:00:11;22;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
103;02-11-2020;09:00:11;21;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
104;02-11-2020;09:00:11;21;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
105;02-11-2020;09:00:12;21;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
106;02-11-2020;09:00:12;21;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
107;02-11-2020;09:00:12;21;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
108;02-11-2020;09:00:13;21;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
109;02-11-2020;09:00:21;41;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
110;02-11-2020;09:00:21;42;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
111;02-11-2020;09:00:23;42;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
112;02-11-2020;09:00:23;42;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
113;02-11-2020;09:00:23;41;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
114;02-11-2020;09:00:24;41;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
115;02-11-2020;09:00:25;41;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
116;02-11-2020;09:00:27;44;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
117;02-11-2020;09:00:27;43;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
118;02-11-2020;09:00:28;43;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
119;02-11-2020;09:00:29;43;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
120;02-11-2020;09:00:30;44;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
121;02-11-2020;09:00:30;43;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
122;02-11-2020;09:00:31;44;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
123;02-11-2020;09:00:31;43;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
124;02-11-2020;09:00:31;44;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
125;02-11-2020;09:00:31;43;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
126;02-11-2020;09:00:32;44;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
127;02-11-2020;09:00:37;31;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
128;02-11-2020;09:00:38;32;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
129;02-11-2020;09:00:38;32;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
130;02-11-2020;09:00:38;31;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
131;02-11-2020;09:00:39;32;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
132;02-11-2020;09:00:39;32;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
133;02-11-2020;09:00:40;32;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
134;02-11-2020;09:00:40;31;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
135;02-11-2020;09:00:40;32;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
136;02-11-2020;09:00:40;31;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
137;02-11-2020;09:00:41;31;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
138;02-11-2020;09:00:41;32;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
139;02-11-2020;09:00:42;34;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
140;02-11-2020;09:00:43;33;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
141;02-11-2020;09:00:44;33;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
142;02-11-2020;09:00:44;33;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
143;02-11-2020;09:00:44;34;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
144;02-11-2020;09:00:44;33;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
145;02-11-2020;09:00:45;34;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
146;02-11-2020;09:00:45;34;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
147;02-11-2020;09:00:46;33;-;Trovan Unique;00066DBF3E;-;00000000;00000000;-;""
148;02-11-2020;09:32:23;34;-;Trovan Unique;0007E5244C;-;00000000;00000000;-;""
149;02-11-2020;09:32:24;34;-;Trovan Unique;0007E5244C;-;00000000;00000000;-;""
150;02-11-2020;09:32:25;34;-;Trovan Unique;0007A5C833;-;00000000;00000000;-;""
151;02-11-2020;09:32:26;33;-;Trovan Unique;0007A4B8DE;-;00000000;00000000;-;""
152;02-11-2020;09:32:26;33;-;Trovan Unique;0007A4B8DE;-;00000000;00000000;-;""
153;02-11-2020;09:32:27;33;-;Trovan Unique;0007A4B8DE;-;00000000;00000000;-;""
154;02-11-2020;09:32:27;34;-;Trovan Unique;0007E5244C;-;00000000;00000000;-;""
155;02-11-2020;09:32:27;33;-;Trovan Unique;0007A4B8DE;-;00000000;00000000;-;""
156;02-11-2020;09:32:28;34;-;Trovan Unique;0007E5244C;-;00000000;00000000;-;""
157;02-11-2020;09:32:28;33;-;Trovan Unique;0007A4B8DE;-;00000000;00000000;-;""
158;02-11-2020;09:32:28;34;-;Trovan Unique;0007E5244C;-;00000000;00000000;-;""
159;02-11-2020;09:32:28;33;-;Trovan Unique;0007A4B8DE;-;00000000;00000000;-;""
160;02-11-2020;09:32:29;34;-;Trovan Unique;0007E5244C;-;00000000;00000000;-;""
