Identifier;Date;Time;Unit number;Antenna number;Transponder type;Transponder code;Weight;Input status;Output status;Event;GPS coordinates
33177;03-11-2020;09:30:55;21;-;Trovan Unique;0007A5A18B;-;00000000;00000000;-;""
33178;03-11-2020;09:30:55;32;-;Trovan Unique;0007EA023D;-;00000000;00000000;-;""
33179;03-11-2020;09:30:55;21;-;Trovan Unique;0007A5A18B;-;00000000;00000000;-;""
33180;03-11-2020;09:30:56;21;-;Trovan Unique;0007A5A18B;-;00000000;00000000;-;""
33181;03-11-2020;09:30:56;21;-;Trovan Unique;0007A5A18B;-;00000000;00000000;-;""
33182;03-11-2020;09:30:56;21;-;Trovan Unique;0007A5A18B;-;00000000;00000000;-;""
33183;03-11-2020;09:30:57;21;-;Trovan Unique;0007A5A18B;-;00000000;00000000;-;""
33184;03-11-2020;09:30:57;21;-;Trovan Unique;0007A5A18B;-;00000000;00000000;-;""
33185;03-11-2020;09:30:57;21;-;Trovan Unique;0007A5A18B;-;00000000;00000000;-;""
33186;03-11-2020;09:30:58;21;-;Trovan Unique;0007A5A18B;-;00000000;00000000;-;""
33187;03-11-2020;09:30:58;21;-;Trovan Unique;0007A5A18B;-;00000000;00000000;-;""
33188;03-11-2020;09:30:58;21;-;Trovan Unique;0007A5A18B;-;00000000;00000000;-;""
33189;03-11-2020;09:30:59;21;-;Trovan Unique;0007A5A18B;-;00000000;00000000;-;""
33190;03-11-2020;09:30:59;21;-;Trovan Unique;0007A5A18B;-;00000000;00000000;-;""
33191;03-11-2020;09:30:59;21;-;Trovan Unique;0007A5A18B;-;00000000;00000000;-;""
33192;03-11-2020;09:31:00;21;-;Trovan Unique;0007A5A18B;-;00000000;00000000;-;""
33193;03-11-2020;09:31:00;21;-;Trovan Unique;0007A5A18B;-;00000000;00000000;-;""
33194;03-11-2020;09:31:01;21;-;Trovan Unique;0007A5A18B;-;00000000;00000000;-;""
33195;03-11-2020;09:31:01;21;-;Trovan Unique;0007A5A18B;-;00000000;00000000;-;""
33196;03-11-2020;09:31:01;21;-;Trovan Unique;0007A5A18B;-;00000000;00000000;-;""
33197;03-11-2020;09:31:02;21;-;Trovan Unique;0007A5A18B;-;00000000;00000000;-;""
33198;03-11-2020;09:31:02;21;-;Trovan Unique;0007A5A18B;-;00000000;00000000;-;""
33199;03-11-2020;09:31:02;21;-;Trovan Unique;0007A5A18B;-;00000000;00000000;-;""
33200;03-11-2020;09:31:03;21;-;Trovan Unique;0007A5A18B;-;00000000;00000000;-;""
33201;03-11-2020;09:31:03;21;-;Trovan Unique;0007A5A18B;-;00000000;00000000;-;""
33202;03-11-2020;09:31:03;21;-;Trovan Unique;0007A5A18B;-;00000000;00000000;-;""
33203;03-11-2020;09:31:04;21;-;Trovan Unique;0007A5A18B;-;00000000;00000000;-;""
33204;03-11-2020;09:31:04;22;-;Trovan Unique;0007E9E90F;-;00000000;00000000;-;""
33205;03-11-2020;09:31:04;21;-;Trovan Unique;0007A5A18B;-;00000000;00000000;-;""
33206;03-11-2020;09:31:04;21;-;Trovan Unique;0007A5A18B;-;00000000;00000000;-;""
33207;03-11-2020;09:31:05;21;-;Trovan Unique;0007A5A18B;-;00000000;00000000;-;""
33208;03-11-2020;09:31:05;21;-;Trovan Unique;0007A5A18B;-;00000000;00000000;-;""
33209;03-11-2020;09:31:05;21;-;Trovan Unique;0007A5A18B;-;00000000;00000000;-;""
33210;03-11-2020;09:31:06;21;-;Trovan Unique;0007A5A18B;-;00000000;00000000;-;""
33211;03-11-2020;09:31:06;21;-;Trovan Unique;0007A5A18B;-;00000000;00000000;-;""
33212;03-11-2020;09:31:08;21;-;Trovan Unique;0007A5A18B;-;00000000;00000000;-;""
33213;03-11-2020;09:31:08;21;-;Trovan Unique;0007A5A18B;-;00000000;00000000;-;""
33214;03-11-2020;09:31:09;21;-;Trovan Unique;0007A5A18B;-;00000000;00000000;-;""
33215;03-11-2020;09:31:09;32;-;Trovan Unique;0007DEB0F0;-;00000000;00000000;-;""
33216;03-11-2020;09:31:11;33;-;Trovan Unique;0007E502E5;-;00000000;00000000;-;""
33217;03-11-2020;09:31:12;21;-;Trovan Unique;0007E4DD9F;-;00000000;00000000;-;""
33218;03-11-2020;09:31:12;33;-;Trovan Unique;0007E502E5;-;00000000;00000000;-;""
33219;03-11-2020;09:31:12;21;-;Trovan Unique;0007E4DD9F;-;00000000;00000000;-;""
33220;03-11-2020;09:31:12;33;-;Trovan Unique;0007E502E5;-;00000000;00000000;-;""
33221;03-11-2020;09:31:12;21;-;Trovan Unique;0007E4DD9F;-;00000000;00000000;-;""
33222;03-11-2020;09:31:13;33;-;Trovan Unique;0007E502E5;-;00000000;00000000;-;""
33223;03-11-2020;09:31:14;21;-;Trovan Unique;0007E4DD9F;-;00000000;00000000;-;""
33224;03-11-2020;09:31:14;21;-;Trovan Unique;0007E4DD9F;-;00000000;00000000;-;""
33225;03-11-2020;09:31:40;24;-;Trovan Unique;0007DF9323;-;00000000;00000000;-;""
33226;03-11-2020;09:31:40;24;-;Trovan Unique;0007DF9323;-;00000000;00000000;-;""
33227;03-11-2020;09:31:41;24;-;Trovan Unique;0007DF9323;-;00000000;00000000;-;""
33228;03-11-2020;09:32:08;33;-;Trovan Unique;0007A5DA0E;-;00000000;00000000;-;""
33229;03-11-2020;09:32:10;33;-;Trovan Unique;0007A5DA0E;-;00000000;00000000;-;""
33230;03-11-2020;09:32:11;33;-;Trovan Unique;0007A5DA0E;-;00000000;00000000;-;""
33231;03-11-2020;09:32:12;33;-;Trovan Unique;0007A5DA0E;-;00000000;00000000;-;""
33232;03-11-2020;09:32:13;33;-;Trovan Unique;0007A5DA0E;-;00000000;00000000;-;""
33233;03-11-2020;09:32:27;24;-;Trovan Unique;0007DF9411;-;00000000;00000000;-;""
