"","tag_id","test_id","unique_exp_antenna","unique_bold_antenna","latency_exp1","latency_exp2","latency_exp3","latency_exp4","latency_exp5","latency_bold1","latency_bold2","latency_bold3","latency_bold4"
"56","0007A3EEDC","mixed3","5","3","0.149166666666667","0.149722222222222","0.849444444444444","1.59333333333333","3.35","0.931666666666667","1.08833333333333","2.51583333333333",NA
"57","0007A5CC34","mixed3","5","0","0.344722222222222","0.428888888888889","0.444722222222222","0.698333333333333","0.924444444444445",NA,NA,NA,NA
"58","0007A5C810","mixed4","5","2","0.266666666666667","0.379722222222222","0.560833333333333","1.175","2.02916666666667","0.00388888888888889","2.74083333333333",NA,NA
"59","0007A5DFFB","mixed4","5","4","0.00527777777777778","0.0277777777777778","0.315833333333333","0.718055555555556","2.99638888888889","0.37","0.681111111111111","0.775277777777778","1.61027777777778"
"60","0007A5A76E","mixed4","5","4","0.213055555555556","0.499166666666667","0.729166666666667","0.982222222222222","1.26861111111111","0.0152777777777778","0.442222222222222","0.464444444444444","0.529444444444444"
"61","0007A5CF3C","mixed4","5","0","0.025","0.534166666666667","0.627222222222222","0.813888888888889","1.12944444444444",NA,NA,NA,NA
"62","0007A5C910","mixed4","4","3","0.025","0.0338888888888889","0.0941666666666667","0.796666666666667",NA,"0.506388888888889","0.655","1.58472222222222",NA
"63","0007A5D83B","mixed4","5","1","0.0286111111111111","0.0380555555555556","0.0497222222222222","1.92972222222222","1.93166666666667","1.44",NA,NA,NA
"64","0007A5DA3E","mixed4","5","2","0.0358333333333333","0.055","0.0572222222222222","0.220555555555556","1.71722222222222","0.085","0.451111111111111",NA,NA
"65","0007A5DD1F","mixed4","5","1","0.0361111111111111","0.166111111111111","0.226111111111111","0.243611111111111","0.646944444444445","0.124166666666667",NA,NA,NA
"66","0007A5D575","mixed4","5","3","0.0513888888888889","0.141388888888889","0.198611111111111","0.276111111111111","0.539166666666667","0.707777777777778","0.713611111111111","1.39472222222222",NA
"67","0007A5CF6C","mixed4","5","4","0.0516666666666667","0.0875","0.126944444444444","0.321666666666667","0.477222222222222","0.764166666666667","0.895833333333333","3.085","3.50666666666667"
"68","0007A5D11C","mixed4","5","0","0.0541666666666667","0.163888888888889","0.355555555555556","1.26777777777778","1.77",NA,NA,NA,NA
"69","0007A5A864","mixed4","5","4","0.0613888888888889","0.0825","0.241388888888889","0.266944444444444","0.536666666666667","0.671388888888889","0.709166666666667","0.737777777777778","0.746111111111111"
