"time";"antenna";"id"
"57";2020-11-05 09:18:14;21;"00066DBF3E"
"58";2020-11-05 09:18:15;21;"00066DBF3E"
"59";2020-11-05 09:18:17;22;"00066DBF3E"
"60";2020-11-05 09:18:18;22;"00066DBF3E"
"61";2020-11-05 09:18:18;22;"00066DBF3E"
"62";2020-11-05 09:18:19;22;"00066DBF3E"
"63";2020-11-05 09:18:20;23;"00066DBF3E"
"64";2020-11-05 09:18:21;23;"00066DBF3E"
"65";2020-11-05 09:18:21;23;"00066DBF3E"
"66";2020-11-05 09:18:22;23;"00066DBF3E"
"67";2020-11-05 09:18:25;24;"00066DBF3E"
"68";2020-11-05 09:18:25;24;"00066DBF3E"
"69";2020-11-05 09:18:25;24;"00066DBF3E"
"70";2020-11-05 09:18:26;24;"00066DBF3E"
"71";2020-11-05 09:18:38;11;"00066DBF3E"
"72";2020-11-05 09:18:39;11;"00066DBF3E"
"73";2020-11-05 09:18:39;11;"00066DBF3E"
"74";2020-11-05 09:18:39;11;"00066DBF3E"
"75";2020-11-05 09:18:39;11;"00066DBF3E"
"76";2020-11-05 09:18:39;11;"00066DBF3E"
"77";2020-11-05 09:18:40;11;"00066DBF3E"
"78";2020-11-05 09:18:40;11;"00066DBF3E"
"79";2020-11-05 09:18:40;11;"00066DBF3E"
"80";2020-11-05 09:18:45;32;"00066DBF3E"
"81";2020-11-05 09:18:45;32;"00066DBF3E"
"82";2020-11-05 09:18:45;32;"00066DBF3E"
"83";2020-11-05 09:18:46;32;"00066DBF3E"
"84";2020-11-05 09:18:47;32;"00066DBF3E"
"85";2020-11-05 13:13:49;43;"0007A05274"
"86";2020-11-05 13:13:50;43;"0007A56748"
"87";2020-11-05 13:13:51;43;"0007A56748"
"88";2020-11-05 13:13:52;43;"0007A56748"
"89";2020-11-05 13:13:52;43;"0007A56748"
"90";2020-11-05 13:13:53;43;"0007A56748"
"91";2020-11-05 13:13:54;43;"0007A56748"
"92";2020-11-05 13:14:00;43;"0007A04979"
"93";2020-11-05 13:14:01;43;"0007A56748"
"94";2020-11-05 13:14:02;43;"0007A56748"
"95";2020-11-05 13:14:03;43;"0007A56748"
"96";2020-11-05 13:14:03;43;"0007A04979"
"97";2020-11-05 13:14:05;43;"0007A04979"
"98";2020-11-05 13:14:05;43;"0007A04979"
"99";2020-11-05 13:14:06;43;"0007A04979"
"100";2020-11-05 13:14:07;43;"0007A04979"
"101";2020-11-05 13:14:08;43;"0007A04979"
"102";2020-11-05 13:14:20;43;"0007E51C59"
"103";2020-11-05 13:14:20;43;"0007E51C59"
"104";2020-11-05 13:14:21;43;"0007E51C59"
"105";2020-11-05 13:14:22;43;"0007E51C59"
"106";2020-11-05 13:14:22;43;"0007E51C59"
"107";2020-11-05 13:14:23;43;"0007E51C59"
"108";2020-11-05 13:14:24;43;"0007E51C59"
"109";2020-11-05 13:14:24;43;"0007E51C59"
"110";2020-11-05 13:14:25;43;"0007E51C59"
"111";2020-11-05 13:14:25;43;"0007E51C59"
"112";2020-11-05 13:14:26;43;"0007E51C59"
"113";2020-11-05 13:14:27;43;"0007E51C59"
"114";2020-11-05 13:14:27;43;"0007E51C59"
"115";2020-11-05 13:14:29;43;"0007E51C59"
"116";2020-11-05 13:14:29;43;"0007E51C59"
"117";2020-11-05 13:14:30;43;"0007E51C59"
"118";2020-11-05 13:14:31;43;"0007E51C59"
"119";2020-11-05 13:14:31;43;"0007E51C59"
"120";2020-11-05 13:14:32;43;"0007E51C59"
"121";2020-11-05 13:14:33;43;"0007E51C59"
"122";2020-11-05 13:14:33;43;"0007E51C59"
"123";2020-11-05 13:14:34;43;"0007E51C59"
"124";2020-11-05 13:14:35;43;"0007E51C59"
"125";2020-11-05 13:14:35;43;"0007E51C59"
"126";2020-11-05 13:14:36;43;"0007E51C59"
"127";2020-11-05 13:14:37;43;"0007E51C59"
"128";2020-11-05 13:14:38;43;"0007A56748"
"129";2020-11-05 13:14:38;43;"0007A56748"
"130";2020-11-05 13:14:39;43;"0007A56748"
"131";2020-11-05 13:14:53;43;"0007E51C59"
"132";2020-11-05 13:14:53;43;"0007E51C59"
"133";2020-11-05 13:14:54;43;"0007E51C59"
"134";2020-11-05 13:14:54;43;"0007E51C59"
"135";2020-11-05 13:14:55;43;"0007E51C59"
"136";2020-11-05 13:14:56;43;"0007E51C59"
"137";2020-11-05 13:14:56;43;"0007E51C59"
"138";2020-11-05 13:14:57;43;"0007E51C59"
"139";2020-11-05 13:14:58;43;"0007E51C59"
"140";2020-11-05 13:14:58;43;"0007E51C59"
"141";2020-11-05 13:14:59;43;"0007E51C59"
"142";2020-11-05 13:15:01;43;"0007E51C59"
"143";2020-11-05 13:15:02;43;"0007E51C59"
"144";2020-11-05 13:15:03;43;"0007A56748"
"145";2020-11-05 13:15:04;43;"0007A56748"
"146";2020-11-05 13:15:05;43;"0007A56748"
"147";2020-11-05 13:15:05;43;"0007A56748"
"148";2020-11-05 13:15:06;43;"0007A56748"
"149";2020-11-05 13:15:06;43;"0007A56748"
"150";2020-11-05 13:15:07;43;"0007A56748"
"151";2020-11-05 13:15:08;43;"0007A56748"
"152";2020-11-05 13:15:08;43;"0007A56748"
"153";2020-11-05 13:15:10;43;"0007A56748"
"154";2020-11-05 13:15:11;43;"0007A56748"
"155";2020-11-05 13:15:12;43;"0007A56748"
"156";2020-11-05 13:15:12;43;"0007A56748"
"157";2020-11-05 13:25:20;42;"0007EA009A"
"158";2020-11-05 13:25:23;42;"0007A04979"
"159";2020-11-05 13:25:24;42;"0007A04979"
"160";2020-11-05 13:25:24;42;"0007A04979"
"161";2020-11-05 13:25:26;42;"0007A04979"
"162";2020-11-05 13:25:28;42;"0007EA009A"
"163";2020-11-05 13:25:29;42;"0007EA009A"
"164";2020-11-05 13:25:29;42;"0007EA009A"
"165";2020-11-05 13:25:30;42;"0007EA009A"
"166";2020-11-05 13:25:31;42;"0007EA009A"
"167";2020-11-05 13:25:31;42;"0007EA009A"
"168";2020-11-05 13:25:32;42;"0007EA009A"
"169";2020-11-05 13:25:33;42;"0007EA009A"
"170";2020-11-05 13:25:33;42;"0007EA009A"
"171";2020-11-05 13:25:34;42;"0007EA009A"
"172";2020-11-05 13:25:34;42;"0007EA009A"
"173";2020-11-05 13:25:35;42;"0007EA009A"
"174";2020-11-05 13:25:36;42;"0007EA009A"
"175";2020-11-05 13:25:36;42;"0007EA009A"
"176";2020-11-05 13:25:37;42;"0007EA009A"
"177";2020-11-05 13:25:52;42;"0007A5AAD5"
"178";2020-11-05 13:25:53;42;"0007A5AAD5"
"179";2020-11-05 13:25:53;42;"0007A5AAD5"
"180";2020-11-05 13:25:54;42;"0007A5AAD5"
"181";2020-11-05 13:25:54;42;"0007A5AAD5"
"182";2020-11-05 13:25:55;42;"0007A5AAD5"
"183";2020-11-05 13:25:56;42;"0007A5AAD5"
"184";2020-11-05 13:25:56;42;"0007EA009A"
"185";2020-11-05 13:25:57;42;"0007EA009A"
"186";2020-11-05 13:25:58;42;"0007EA009A"
"187";2020-11-05 13:26:23;42;"0007A56748"
"188";2020-11-05 13:26:23;42;"0007A56748"
"189";2020-11-05 13:26:24;42;"0007A56748"
"190";2020-11-05 13:26:24;42;"0007A56748"
"191";2020-11-05 13:26:25;42;"0007A56748"
"192";2020-11-05 13:26:26;42;"0007A56748"
"193";2020-11-05 13:26:26;42;"0007A56748"
"194";2020-11-05 13:26:27;42;"0007A56748"
"195";2020-11-05 13:26:28;42;"0007A56748"
"196";2020-11-05 13:26:28;42;"0007A56748"
"197";2020-11-05 13:27:09;42;"0007A56748"
"198";2020-11-05 13:28:15;41;"0007A03565"
"199";2020-11-05 13:28:18;41;"0007A03565"
"200";2020-11-05 13:28:18;41;"0007A03565"
"201";2020-11-05 13:28:19;41;"0007A03565"
"202";2020-11-05 13:28:20;41;"0007A03565"
"203";2020-11-05 13:28:20;41;"0007A03565"
"204";2020-11-05 13:32:29;44;"0007A56748"
"205";2020-11-05 13:32:30;44;"0007A56748"
"206";2020-11-05 13:32:30;44;"0007A56748"
"207";2020-11-05 13:32:31;44;"0007A56748"
"208";2020-11-05 13:32:32;44;"0007A56748"
"209";2020-11-05 13:38:52;43;"0007A56748"
"210";2020-11-05 13:38:59;43;"0007A56748"
"211";2020-11-05 13:39:00;43;"0007A56748"
"212";2020-11-05 13:39:03;43;"0007EA009A"
"213";2020-11-05 13:39:04;43;"0007EA009A"
"214";2020-11-05 13:39:05;43;"0007EA009A"
"215";2020-11-05 13:39:06;43;"0007EA009A"
"216";2020-11-05 13:39:07;43;"0007EA009A"
"217";2020-11-05 13:39:07;43;"0007EA009A"
"218";2020-11-05 13:39:08;43;"0007EA009A"
"219";2020-11-05 13:39:09;43;"0007EA009A"
"220";2020-11-05 13:39:09;43;"0007EA009A"
"221";2020-11-05 13:39:10;43;"0007EA009A"
"222";2020-11-05 13:39:11;43;"0007EA009A"
"223";2020-11-05 13:39:11;43;"0007EA009A"
"224";2020-11-05 13:39:12;43;"0007EA009A"
"225";2020-11-05 13:39:13;43;"0007EA009A"
"226";2020-11-05 13:39:15;43;"0007EA009A"
"227";2020-11-05 13:39:21;43;"0007EA009A"
"228";2020-11-05 13:39:22;43;"0007EA009A"
"229";2020-11-05 13:39:22;43;"0007EA009A"
"230";2020-11-05 13:39:23;43;"0007EA009A"
"231";2020-11-05 13:39:24;43;"0007EA009A"
"232";2020-11-05 13:39:24;43;"0007EA009A"
"233";2020-11-05 13:39:25;43;"0007EA009A"
"234";2020-11-05 13:39:25;43;"0007EA009A"
"235";2020-11-05 13:39:26;43;"0007EA009A"
"236";2020-11-05 13:39:27;43;"0007EA009A"
"237";2020-11-05 13:39:27;43;"0007EA009A"
"238";2020-11-05 13:39:28;43;"0007EA009A"
"239";2020-11-05 13:39:29;43;"0007EA009A"
"240";2020-11-05 13:39:29;43;"0007EA009A"
"241";2020-11-05 13:39:30;43;"0007EA009A"
"242";2020-11-05 13:39:31;43;"0007EA009A"
"243";2020-11-05 13:39:31;43;"0007EA009A"
"244";2020-11-05 13:39:32;43;"0007EA009A"
"245";2020-11-05 13:39:35;43;"0007A03565"
"246";2020-11-05 13:39:36;43;"0007E04FF8"
"247";2020-11-05 13:39:37;43;"0007EA009A"
"248";2020-11-05 13:39:55;43;"0007EA009A"
"249";2020-11-05 13:39:55;43;"0007EA009A"
"250";2020-11-05 13:39:56;43;"0007EA009A"
"251";2020-11-05 13:39:57;43;"0007EA009A"
"252";2020-11-05 13:39:57;43;"0007EA009A"
"253";2020-11-05 13:39:58;43;"0007EA009A"
"254";2020-11-05 13:39:58;43;"0007EA009A"
"255";2020-11-05 13:39:59;43;"0007EA009A"
"256";2020-11-05 13:40:00;43;"0007EA009A"
"257";2020-11-05 13:40:04;43;"0007EA009A"
"258";2020-11-05 13:40:04;43;"0007EA009A"
"259";2020-11-05 13:40:05;43;"0007EA009A"
"260";2020-11-05 13:43:15;43;"0007A03565"
"261";2020-11-05 13:43:16;43;"0007A03565"
"262";2020-11-05 13:43:16;43;"0007A03565"
"263";2020-11-05 13:43:17;43;"0007A03565"
"264";2020-11-05 13:43:18;43;"0007A03565"
"265";2020-11-05 13:44:11;42;"0007A56748"
"266";2020-11-05 13:44:11;42;"0007A56748"
"267";2020-11-05 13:44:12;42;"0007A56748"
"268";2020-11-05 13:44:12;42;"0007A56748"
"269";2020-11-05 13:44:13;42;"0007A56748"
"270";2020-11-05 13:44:14;42;"0007A56748"
"271";2020-11-05 13:44:14;42;"0007A56748"
"272";2020-11-05 13:44:16;42;"0007A5AAD5"
"273";2020-11-05 13:44:16;42;"0007A5AAD5"
"274";2020-11-05 13:44:17;42;"0007A5AAD5"
"275";2020-11-05 13:44:17;42;"0007A5AAD5"
"276";2020-11-05 13:44:18;42;"0007A5AAD5"
"277";2020-11-05 13:44:19;42;"0007A5AAD5"
"278";2020-11-05 13:48:21;42;"0007A56748"
"279";2020-11-05 13:59:26;44;"0007A03565"
"280";2020-11-05 13:59:26;44;"0007A03565"
"281";2020-11-05 13:59:27;44;"0007A03565"
"282";2020-11-05 13:59:28;44;"0007A03565"
"283";2020-11-05 13:59:28;44;"0007A03565"
"284";2020-11-05 13:59:29;44;"0007A03565"
"285";2020-11-05 13:59:30;44;"0007A03565"
"286";2020-11-05 13:59:30;44;"0007A03565"
"287";2020-11-05 13:59:31;44;"0007A03565"
"288";2020-11-05 13:59:31;44;"0007A03565"
"289";2020-11-05 13:59:32;44;"0007A03565"
"290";2020-11-05 13:59:33;44;"0007A03565"
"291";2020-11-05 13:59:34;44;"0007A03565"
"292";2020-11-05 13:59:34;44;"0007A03565"
"293";2020-11-05 13:59:35;44;"0007A03565"
"294";2020-11-05 13:59:35;44;"0007A03565"
"295";2020-11-05 13:59:36;44;"0007A03565"
"296";2020-11-05 13:59:37;44;"0007A03565"
"297";2020-11-05 13:59:37;44;"0007A03565"
"298";2020-11-05 14:03:19;41;"0007A56748"
"299";2020-11-05 14:03:20;41;"0007A56748"
"300";2020-11-05 14:03:20;41;"0007A56748"
"301";2020-11-05 14:03:21;41;"0007A56748"
"302";2020-11-05 14:03:39;42;"0007A56748"
"303";2020-11-05 14:03:40;42;"0007A56748"
"304";2020-11-05 14:03:40;42;"0007A56748"
"305";2020-11-05 14:03:41;42;"0007A56748"
"306";2020-11-05 14:03:42;42;"0007A56748"
"307";2020-11-05 14:03:42;42;"0007A56748"
"308";2020-11-05 14:03:43;42;"0007A56748"
"309";2020-11-05 14:03:50;41;"0007EA009A"
"310";2020-11-05 14:03:50;41;"0007EA009A"
"311";2020-11-05 14:03:51;41;"0007EA009A"
"312";2020-11-05 14:03:51;41;"0007EA009A"
"313";2020-11-05 14:03:57;41;"0007A5AAD5"
"314";2020-11-05 14:03:58;41;"0007A5AAD5"
"315";2020-11-05 14:03:58;41;"0007A5AAD5"
"316";2020-11-05 14:03:59;41;"0007A5AAD5"
"317";2020-11-05 14:04:00;41;"0007A5AAD5"
"318";2020-11-05 14:04:01;41;"0007A5AAD5"
"319";2020-11-05 14:05:04;44;"0007A65EB5"
"320";2020-11-05 14:05:05;44;"0007A65EB5"
"321";2020-11-05 14:05:06;44;"0007A65EB5"
"322";2020-11-05 14:05:06;44;"0007A65EB5"
"323";2020-11-05 14:05:07;41;"0007A05274"
"324";2020-11-05 14:05:07;41;"0007A05274"
"325";2020-11-05 14:05:13;41;"0007A05274"
"326";2020-11-05 14:05:14;41;"0007A05274"
"327";2020-11-05 14:05:14;41;"0007A05274"
"328";2020-11-05 14:05:15;41;"0007A05274"
"329";2020-11-05 14:05:15;41;"0007A05274"
"330";2020-11-05 14:05:16;41;"0007A05274"
"331";2020-11-05 14:13:36;44;"0007A56748"
"332";2020-11-05 14:13:36;44;"0007A56748"
"333";2020-11-05 14:13:37;44;"0007A56748"
"334";2020-11-05 14:13:38;44;"0007A56748"
"335";2020-11-05 14:13:38;44;"0007A56748"
"336";2020-11-05 14:13:39;44;"0007A56748"
"337";2020-11-05 14:13:39;44;"0007A56748"
"338";2020-11-05 14:13:45;44;"0007A5AAD5"
"339";2020-11-05 14:13:46;44;"0007A5AAD5"
"340";2020-11-05 14:13:47;44;"0007A5AAD5"
"341";2020-11-05 14:13:47;44;"0007A5AAD5"
"342";2020-11-05 14:13:48;44;"0007A5AAD5"
"343";2020-11-05 14:13:49;44;"0007A5AAD5"
"344";2020-11-05 14:13:49;44;"0007A5AAD5"
"345";2020-11-05 14:13:50;44;"0007A5AAD5"
"346";2020-11-05 14:13:51;44;"0007A5AAD5"
"347";2020-11-05 14:13:51;44;"0007A5AAD5"
"348";2020-11-05 14:13:52;44;"0007A5AAD5"
"349";2020-11-05 14:13:53;44;"0007A5AAD5"
"350";2020-11-05 14:13:53;44;"0007A5AAD5"
"351";2020-11-05 14:13:54;44;"0007A5AAD5"
"352";2020-11-05 14:13:55;44;"0007A5AAD5"
"353";2020-11-05 14:14:04;44;"0007DF1C00"
"354";2020-11-05 14:14:04;44;"0007DF1C00"
"355";2020-11-05 14:14:05;44;"0007DF1C00"
"356";2020-11-05 14:14:06;44;"0007DF1C00"
"357";2020-11-05 14:14:06;44;"0007DF1C00"
"358";2020-11-05 14:14:07;44;"0007DF1C00"
"359";2020-11-05 14:14:08;44;"0007DF1C00"
"360";2020-11-05 14:14:08;44;"0007DF1C00"
"361";2020-11-05 14:15:04;43;"0007A5AAD5"
"362";2020-11-05 14:15:05;43;"0007A5AAD5"
"363";2020-11-05 14:15:05;43;"0007A5AAD5"
"364";2020-11-05 14:15:07;43;"0007A5AAD5"
"365";2020-11-05 14:15:13;43;"0007A5AAD5"
"366";2020-11-05 14:15:14;43;"0007A5AAD5"
"367";2020-11-05 14:15:14;43;"0007A5AAD5"
"368";2020-11-05 14:18:13;43;"0007A5AAD5"
"369";2020-11-05 14:18:14;43;"0007A5AAD5"
"370";2020-11-05 14:18:14;43;"0007A5AAD5"
"371";2020-11-05 14:18:15;44;"0007A56748"
"372";2020-11-05 14:18:15;43;"0007A5AAD5"
"373";2020-11-05 14:18:16;43;"0007A5AAD5"
"374";2020-11-05 14:30:00;44;"0007A5AAD5"
"375";2020-11-05 14:30:00;44;"0007A5AAD5"
"376";2020-11-05 14:30:01;44;"0007A5AAD5"
"377";2020-11-05 14:30:02;44;"0007A5AAD5"
"378";2020-11-05 14:30:02;44;"0007A5AAD5"
"379";2020-11-05 14:30:03;44;"0007A5AAD5"
"380";2020-11-05 14:30:03;44;"0007A5AAD5"
"381";2020-11-05 14:30:04;44;"0007A5AAD5"
"382";2020-11-05 14:30:05;44;"0007A5AAD5"
"383";2020-11-05 14:30:05;44;"0007A5AAD5"
"384";2020-11-05 14:30:06;44;"0007A5AAD5"
"385";2020-11-05 14:30:07;44;"0007A5AAD5"
"386";2020-11-05 14:31:42;44;"0007A5CD98"
"387";2020-11-05 14:31:42;44;"0007A5CD98"
"388";2020-11-05 14:31:43;44;"0007A5CD98"
"389";2020-11-05 14:31:44;44;"0007A5CD98"
"390";2020-11-05 14:31:44;44;"0007A5CD98"
"391";2020-11-05 14:31:45;44;"0007A5CD98"
"392";2020-11-05 14:31:46;44;"0007A5CD98"
"393";2020-11-05 14:31:46;44;"0007A5CD98"
"394";2020-11-05 14:31:47;44;"0007A5CD98"
"395";2020-11-05 14:31:48;44;"0007A5CD98"
"396";2020-11-05 14:31:48;44;"0007A5CD98"
"397";2020-11-05 14:31:49;44;"0007A5CD98"
"398";2020-11-05 14:31:49;44;"0007A5CD98"
"399";2020-11-05 14:31:50;44;"0007A5CD98"
"400";2020-11-05 14:31:53;44;"0007A5CD98"
"401";2020-11-05 14:31:59;44;"0007EA009A"
"402";2020-11-05 14:32:00;44;"0007EA009A"
"403";2020-11-05 14:32:01;44;"0007EA009A"
"404";2020-11-05 14:32:01;44;"0007EA009A"
"405";2020-11-05 14:32:02;44;"0007EA009A"
"406";2020-11-05 14:32:03;44;"0007EA009A"
"407";2020-11-05 14:32:03;44;"0007EA009A"
"408";2020-11-05 14:32:04;44;"0007EA009A"
"409";2020-11-05 14:32:05;44;"0007A03565"
"410";2020-11-05 14:32:06;44;"0007A03565"
"411";2020-11-05 14:32:07;44;"0007EA009A"
"412";2020-11-05 14:32:07;44;"0007EA009A"
"413";2020-11-05 14:32:08;44;"0007A03565"
"414";2020-11-05 14:32:09;44;"0007EA009A"
"415";2020-11-05 14:32:10;44;"0007EA009A"
"416";2020-11-05 14:32:10;44;"0007EA009A"
"417";2020-11-05 14:32:11;44;"0007EA009A"
"418";2020-11-05 14:32:12;44;"0007EA009A"
"419";2020-11-05 14:32:12;44;"0007EA009A"
"420";2020-11-05 14:32:13;44;"0007EA009A"
"421";2020-11-05 14:32:14;44;"0007EA009A"
"422";2020-11-05 14:32:14;44;"0007EA009A"
"423";2020-11-05 14:32:15;44;"0007EA009A"
"424";2020-11-05 14:32:16;44;"0007EA009A"
"425";2020-11-05 14:32:16;44;"0007EA009A"
"426";2020-11-05 14:32:17;44;"0007EA009A"
"427";2020-11-05 14:32:17;44;"0007EA009A"
"428";2020-11-05 14:32:18;44;"0007EA009A"
"429";2020-11-05 14:32:19;44;"0007EA009A"
"430";2020-11-05 14:32:19;44;"0007EA009A"
"431";2020-11-05 14:32:20;44;"0007EA009A"
"432";2020-11-05 14:32:21;44;"0007EA009A"
"433";2020-11-05 14:32:21;44;"0007EA009A"
"434";2020-11-05 14:32:22;44;"0007EA009A"
"435";2020-11-05 14:32:23;44;"0007EA009A"
"436";2020-11-05 14:32:23;44;"0007EA009A"
"437";2020-11-05 14:32:24;44;"0007EA009A"
"438";2020-11-05 14:32:24;44;"0007EA009A"
"439";2020-11-05 14:32:25;44;"0007EA009A"
"440";2020-11-05 14:32:26;44;"0007EA009A"
"441";2020-11-05 14:32:26;44;"0007EA009A"
"442";2020-11-05 14:32:27;44;"0007EA009A"
"443";2020-11-05 14:32:28;44;"0007EA009A"
"444";2020-11-05 14:32:28;44;"0007EA009A"
"445";2020-11-05 14:32:29;44;"0007EA009A"
"446";2020-11-05 14:32:30;44;"0007EA009A"
"447";2020-11-05 14:32:30;44;"0007EA009A"
"448";2020-11-05 14:32:31;44;"0007EA009A"
"449";2020-11-05 14:32:32;44;"0007EA009A"
"450";2020-11-05 14:32:32;44;"0007EA009A"
"451";2020-11-05 14:32:33;44;"0007EA009A"
"452";2020-11-05 14:32:34;44;"0007EA009A"
"453";2020-11-05 14:32:34;44;"0007EA009A"
"454";2020-11-05 14:32:35;44;"0007EA009A"
"455";2020-11-05 14:32:36;44;"0007EA009A"
"456";2020-11-05 14:32:36;44;"0007EA009A"
"457";2020-11-05 14:32:37;44;"0007EA009A"
"458";2020-11-05 14:32:38;44;"0007EA009A"
"459";2020-11-05 14:32:38;44;"0007EA009A"
"460";2020-11-05 14:32:39;44;"0007EA009A"
"461";2020-11-05 14:32:40;44;"0007EA009A"
"462";2020-11-05 14:32:40;44;"0007EA009A"
"463";2020-11-05 14:32:41;44;"0007EA009A"
"464";2020-11-05 14:32:42;44;"0007EA009A"
"465";2020-11-05 14:32:42;44;"0007EA009A"
"466";2020-11-05 14:33:12;43;"0007A5AAD5"
"467";2020-11-05 14:33:13;43;"0007A5AAD5"
"468";2020-11-05 14:33:13;43;"0007A5AAD5"
"469";2020-11-05 14:33:14;44;"0007EA009A"
"470";2020-11-05 14:33:14;43;"0007A5AAD5"
"471";2020-11-05 14:33:14;44;"0007EA009A"
"472";2020-11-05 14:33:15;43;"0007A5AAD5"
"473";2020-11-05 14:33:15;44;"0007EA009A"
"474";2020-11-05 14:33:15;43;"0007A5AAD5"
"475";2020-11-05 14:33:16;44;"0007EA009A"
"476";2020-11-05 14:33:16;43;"0007A5AAD5"
"477";2020-11-05 14:33:16;44;"0007EA009A"
"478";2020-11-05 14:33:17;43;"0007E04FF8"
"479";2020-11-05 14:33:17;44;"0007EA009A"
"480";2020-11-05 14:33:17;44;"0007EA009A"
"481";2020-11-05 14:33:17;43;"0007E04FF8"
"482";2020-11-05 14:33:18;43;"0007E04FF8"
"483";2020-11-05 14:33:19;43;"0007E04FF8"
"484";2020-11-05 14:34:05;44;"0007A65EB5"
"485";2020-11-05 14:34:06;44;"0007A65EB5"
"486";2020-11-05 14:34:06;44;"0007A65EB5"
"487";2020-11-05 14:34:07;44;"0007A65EB5"
"488";2020-11-05 14:34:09;44;"0007EA009A"
"489";2020-11-05 14:34:10;44;"0007EA009A"
"490";2020-11-05 14:34:12;44;"0007A65EB5"
"491";2020-11-05 14:34:12;44;"0007A65EB5"
"492";2020-11-05 14:34:13;44;"0007A65EB5"
"493";2020-11-05 14:34:15;44;"0007A65EB5"
"494";2020-11-05 14:34:15;44;"0007A65EB5"
"495";2020-11-05 14:34:18;44;"0007DF1C00"
"496";2020-11-05 14:34:22;44;"0007A5C741"
"497";2020-11-05 14:34:22;44;"0007A5C741"
"498";2020-11-05 14:34:30;44;"0007E05866"
"499";2020-11-05 14:34:31;44;"0007E05866"
"500";2020-11-05 14:34:31;44;"0007E05866"
"501";2020-11-05 14:34:32;44;"0007E05866"
"502";2020-11-05 14:34:33;44;"0007E05866"
"503";2020-11-05 14:34:34;44;"0007E05866"
"504";2020-11-05 14:34:34;44;"0007E05866"
"505";2020-11-05 14:34:35;44;"0007E05866"
"506";2020-11-05 14:34:36;44;"0007E05866"
"507";2020-11-05 14:34:36;44;"0007E05866"
"508";2020-11-05 14:34:37;44;"0007E05866"
"509";2020-11-05 14:34:37;44;"0007E05866"
"510";2020-11-05 14:34:38;44;"0007E05866"
"511";2020-11-05 14:34:39;44;"0007E05866"
"512";2020-11-05 14:34:39;44;"0007E05866"
"513";2020-11-05 14:34:40;44;"0007E05866"
